test/episode,train/success_rate,epoch,stats_o/std,stats_o/mean,test/success_rate,train/episode,stats_g/mean,test/mean_Q,stats_g/std
3360.0,0.5155555555555557,167,0.110752806,0.20565587,0.8722222222222222,16800.0,0.85081834,-1.2247224,0.102371305
3380.0,0.508888888888889,168,0.11077738,0.20566212,0.875,16900.0,0.85081744,-1.1295276,0.10238057
3400.0,0.5133333333333333,169,0.1107865,0.20567325,0.8722222222222222,17000.0,0.85082436,-1.1283927,0.1023738
3420.0,0.48666666666666675,170,0.11080674,0.20568258,0.9027777777777778,17100.0,0.8508346,-1.0658584,0.10238555
3440.0,0.5161111111111111,171,0.11082508,0.20568998,0.8972222222222221,17200.0,0.85083365,-1.1828676,0.10238642
3460.0,0.5072222222222222,172,0.11084002,0.20569009,0.8805555555555555,17300.0,0.85084015,-1.100365,0.10237691
3480.0,0.495,173,0.1108572,0.20569214,0.8888888888888888,17400.0,0.85085636,-1.1574816,0.1023791
3500.0,0.5249999999999999,174,0.110872075,0.20569324,0.8638888888888888,17500.0,0.85086757,-1.2258438,0.102372564
3520.0,0.5238888888888888,175,0.11088139,0.20569152,0.8777777777777778,17600.0,0.850868,-1.2793399,0.102359295
3540.0,0.5327777777777778,176,0.11087707,0.20569661,0.8916666666666667,17700.0,0.8508699,-1.037332,0.10233995
3560.0,0.5172222222222222,177,0.1108986,0.20570093,0.9083333333333334,17800.0,0.85086876,-1.1605276,0.102342695
3580.0,0.5283333333333334,178,0.110904045,0.20571062,0.9000000000000001,17900.0,0.8508737,-1.1793706,0.1023434
3600.0,0.49666666666666665,179,0.11091573,0.2057181,0.8972222222222221,18000.0,0.8508874,-1.1760638,0.10236164
3620.0,0.515,180,0.11093889,0.20572084,0.9027777777777778,18100.0,0.85088784,-1.1108508,0.102372065
3640.0,0.5077777777777778,181,0.11094743,0.20572618,0.9166666666666666,18200.0,0.8508887,-1.1208905,0.1023853
3660.0,0.5288888888888889,182,0.11095928,0.20573646,0.8472222222222222,18300.0,0.8508937,-1.1555991,0.102383345
3680.0,0.5211111111111111,183,0.11096954,0.20574313,0.8805555555555555,18400.0,0.85089993,-1.1629645,0.10235528
3700.0,0.5116666666666667,184,0.11098756,0.20574778,0.8722222222222222,18500.0,0.8509002,-1.1484413,0.10234848
3720.0,0.5011111111111111,185,0.11102399,0.20574398,0.9083333333333334,18600.0,0.8508961,-1.120537,0.10236624
3740.0,0.5261111111111112,186,0.11103719,0.20575136,0.8888888888888888,18700.0,0.8508966,-1.3043046,0.10236332
3760.0,0.5155555555555557,187,0.1110597,0.20575297,0.8694444444444444,18800.0,0.850888,-1.2699829,0.10237466
3780.0,0.5338888888888889,188,0.11106254,0.20576124,0.8944444444444445,18900.0,0.85090095,-1.2199236,0.102365434
3800.0,0.5083333333333333,189,0.111070454,0.20576042,0.8999999999999999,19000.0,0.85089386,-1.1139458,0.102368884
3820.0,0.5283333333333333,190,0.11107817,0.205751,0.8972222222222221,19100.0,0.85088706,-1.1083823,0.102358595
3840.0,0.5105555555555555,191,0.111086644,0.20575456,0.8472222222222222,19200.0,0.8508891,-1.2627158,0.10235405
3860.0,0.5183333333333333,192,0.11109431,0.20575291,0.9138888888888889,19300.0,0.85089177,-1.1320674,0.10235439
3880.0,0.5244444444444444,193,0.1111034,0.20576143,0.8972222222222221,19400.0,0.85089165,-1.1625915,0.102343746
3900.0,0.5205555555555555,194,0.11111102,0.20576558,0.8833333333333333,19500.0,0.85089546,-1.1914104,0.10234675
3920.0,0.49888888888888894,195,0.111111775,0.20576203,0.8916666666666667,19600.0,0.8509071,-1.1525503,0.10233894
3940.0,0.5083333333333333,196,0.11112208,0.20576654,0.8972222222222221,19700.0,0.8509042,-1.1671603,0.10234311
3960.0,0.515,197,0.11112767,0.20576638,0.8805555555555556,19800.0,0.85090214,-1.200602,0.10234049
3980.0,0.51,198,0.111139566,0.2057727,0.9055555555555556,19900.0,0.8509039,-1.1509308,0.10234353
4000.0,0.5105555555555555,199,0.11114989,0.20578066,0.9249999999999999,20000.0,0.8509166,-1.0173936,0.10234054
